rank,domain,category,fit_score,composite_score,domain_rating_estimate,dr_label,recent_article_date,recent_article_url,recent_article_title,doelgroep_match,doelgroep_omschrijving,fit_motivation,pitch_angle,submission_proces_hint,submission_url_hint,first_impression,source_query,verified_via,agent_id
38,ser.nl,C9,4,0.725,HIGH (DR 60+),estimated,2026,https://www.ser.nl/nl/actueel/nieuws/jaarplan-inspectie-2026,Jaarplan 2026 Nederlandse Arbeidsinspectie,werkgever,"Beleidsmakers, sociale partners en HR-leiders op zoek naar arbeidsomstandigheden, medezeggenschap en duurzame inzetbaarheid.",SER Arboplatform met directe focus op werkdruk en PSA via Arbeidsinspectie-Jaarplan 2026; hoge autoriteit.,Werkdruk en ongewenst gedrag: hoe organisaties anticiperen op NLA-toezicht 2026 met zenuwstelsel-aanpak.,pitch via redactie,niet gevonden,Sociaal-Economische Raad met thema's duurzame inzetbaarheid en leven lang ontwikkelen.,SER blog werkgever Nederland,WebSearch,E
39,skipr.nl,C1|C4|C12,4,0.725,HIGH (DR 60+),estimated,2026,https://www.skipr.nl/nieuws/igj-focust-in-2026-extra-op-twee-doelgroepen-en-technologische-innovatie/,IGJ focust in 2026 extra op twee doelgroepen en technologische innovatie,HR,"Zorgmanagement, bestuurders en HR-directie in NL zorgsector.",Bekend zorgmanagement-platform met HR/personeel-content en sterke autoriteit; perfect kanaal voor zorg-HR pitch.,Personeelsbehoud in de zorg via zenuwstelsel-regulatie: een nieuwe HR-strategie voor zorgbestuurders.,pitch via redactie,niet gevonden,Zorgmanagement platform met HR/personeelsinzet blogs; raakt bedrijfsgezondheidszorg in zorg.,Skipr werk HR zorg,WebSearch,A
40,sprout.nl,C5,4,0.725,HIGH (DR 60+),estimated,2026,https://mtsprout.nl/groei/nl-startup-competition-2026-draper,NL Startup Competition 2026 (Draper University),ondernemer,"Ondernemers, scale-up founders, executives en investeerders die innovatie- en business-content lezen (MT/Sprout).","Toonaangevend NL business-platform (MT/Sprout) met grote autoriteit en breed lezerspubliek, accepteert opinie-/gastbijdragen via redactie — sterke pitch nodig.",Voor scale-up founders: zenuwstelsel-regulatie als concurrentievoordeel om team-burn-out tijdens hyper-groei te voorkomen.,pitch via redactie,niet gevonden,Platform van MT/Sprout voor ondernemers en scale-ups met redactie-input,Sprout MT schrijf mee gastauteur,WebSearch,B
41,venvn.nl,C15,4,0.725,HIGH (DR 60+),estimated,2026,https://www.venvn.nl/nieuws/v-vn-vraagt-aandacht-voor-verhoogde-werkdruk-in-de-ggz,V&VN vraagt aandacht voor verhoogde werkdruk in de ggz,zorgprof,"Verpleegkundigen, verzorgenden en zorgprofessionals (V&VN-leden) die werkdruk, CAO en beroepsidentiteit volgen.",Beroepsvereniging zorg met sterk werkdruk-thema (67% ggz-verpleegkundigen ervaart werkdruk) — gastauteur via V&VN-magazine of expertroute mogelijk.,Zenuwstelsel-regulatie als zelfzorg-tool voor verpleegkundigen onder structurele werkdruk.,pitch via redactie,niet gevonden,Beroepsvereniging V&VN met magazine en blogs over werkdruk en grenzen stellen in zorg.,V&VN zorg HR blog,WebSearch,B
42,xperthractueel.nl,C1|C13,4,0.725,HIGH (DR 60+),estimated,2026,https://www.xperthractueel.nl/belonen/heeft-uw-bedrijf-een-loonkloof-zo-kwam-apg-ervan-af/,Heeft uw bedrijf een loonkloof? Zo kwam APG ervan af,HR,HR-professionals die zich abonneren op XpertHR/Brightmine kennisplatform voor actuele HR-content en arbeidsrecht.,Sterk HR-kennisplatform (Brightmine) met actuele content voor HR-professionals; hoge autoriteit.,Hoe HR via zenuwstelsel-regulatie de loonkloof verkleint door retentie van vrouwen na zwangerschapsverlof te versterken.,pitch via redactie,niet gevonden,Actueel deel van XpertHR met nieuws en specialistische HR-content.,XpertHR kennisplatform,WebSearch,E
43,rnvc.nl,C8,5,0.715,MEDIUM (DR 30-60),estimated,2026-01,https://rnvc.nl/duiding-coalitieakkoord-2026-2030-sociale-zekerheid-arbeid-en-re-integratie/,"Duiding coalitieakkoord 2026–2030: sociale zekerheid, arbeid en re-integratie",arbo,"Casemanagers verzuim en care, re-integratiespecialisten en HR-professionals aangesloten bij beroepsregister.",Directe vakvereniging casemanagers verzuim met inhoudelijk blog — perfect match voor zenuwstelsel-pitch in re-integratie.,Re-integratie 2026: hoe casemanagers zenuwstelsel-inzichten gebruiken voor duurzaam herstel.,pitch via redactie,niet gevonden,Beroepsvereniging casemanagers verzuim - directe link met HR/arbo-pitchthema.,casemanagement register Nederland blog verzuim,WebSearch,E
44,arbeidsdeskundigen.nl,C2|C8,4,0.695,HIGH (DR 60+),estimated,2025-12,https://www.arbeidsdeskundigen.nl/nvva/actueel/wajong-wat-verandert-er-per-1-januari-2026,Wajong: wat verandert er per 1 januari 2026,arbo,Arbeidsdeskundigen (NVvA-leden) en aanverwante professionals rond WIA/verzuim/re-integratie in Nederland.,"Beroepsvereniging met autoriteit op verzuim, WIA en re-integratie — gezaghebbend kanaal richting arbeidsdeskundigen en bedrijfsartsen.",Zenuwstelsel-regulatie als ontbrekende laag in re-integratie bij burn-out: wat arbeidsdeskundigen kunnen herkennen en doorverwijzen.,pitch via redactie,niet gevonden,NVvA - beroepsvereniging voor arbeidsdeskundigen met nieuws- en blogsectie.,arbeidsdeskundige blog NVvA,WebSearch,A
45,hracademy.nl,C13,4,0.695,MEDIUM (DR 30-60),estimated,2026-03-31,https://www.hracademy.nl/cursus/aan-de-slag-met-duurzame-inzetbaarheid/,Aan de slag met duurzame inzetbaarheid (cursus),HR,HR-professionals en HR Business Partners die zich verder willen ontwikkelen via cursussen en webinars.,"Sterk HR-opleidingsplatform met thema's duurzame inzetbaarheid, verzuim en stress; webinars met externe sprekers.","Stress, verzuim en verloop: hoe HR via zenuwstelsel-regulatie de drie KPI's gelijktijdig kan verbeteren.",pitch via redactie,niet gevonden,HR Academy opleider HR-professionals met contentpotentie.,HR opleiding blog Nederland kennisplatform,WebSearch,E
46,nvvg.nl,C3,4,0.695,MEDIUM (DR 30-60),estimated,2026-02,https://www.nvvg.nl/nieuws/,NVVG nieuwsbrief februari 2026,bedrijfsarts,"Verzekeringsartsen, bedrijfsartsen en sociaal-medische professionals.",Beroepsvereniging verzekeringsartsen met wetenschappelijk programma en TBV-uitgave; expertbijdragen rond verzuim/zenuwstelsel zijn mogelijk via congres/nieuwsbrief.,Wetenschappelijk onderbouwde zenuwstelselregulatie als interventielaag voor verzekeringsartsen bij langdurig verzuim.,pitch via redactie,niet gevonden,Nederlandse Vereniging voor Verzekeringsgeneeskunde; mede-uitgever TBV.,bedrijfsgeneeskunde vakblad,WebSearch,F
47,oval.nl,C3|C4|C8,4,0.695,MEDIUM (DR 30-60),estimated,2026-02-10,https://www.oval.nl/nieuws/nieuwe-handreiking-ondernemen-is-vooruitdenken,Nieuwe handreiking 'Ondernemen is vooruitdenken',arbo,"Aangesloten arbodiensten, dienstverleners verzuim/vitaliteit en hun werkgevers-klanten.",Brancheorganisatie met inhoudelijke dossiers vitaliteit/verzuim en kenniswerkplaatsen; vakpubliek matcht perfect met zenuwstelsel-thema.,Zenuwstelsel-regulatie als praktijktool voor arbodienstverleners en case-managers binnen OVAL-keten.,pitch via redactie,niet gevonden,Brancheorganisatie arbodiensten met nieuws en checklists; thematische dossiers vitaliteit.,OVAL arbodienst,WebSearch,D
48,perspectief.eu,C16|C9,4,0.695,MEDIUM (DR 30-60),estimated,2026-03-24,https://www.perspectief.eu/blogs/impact-slaapproblemen-medewerkers-op-organisatie,Impact Slaapproblemen Medewerkers Organisaties (Blue Monday blog),arbo,"Werkgevers en HR die een arbodienst zoeken met focus op preventie, coaching en vitaliteit; landelijk netwerk arbo-locaties.","Arbodienst met actieve blog rond slaap, werk-prive balans en preventie; sterke match voor zenuwstelsel-pitch.",Slaap en zenuwstelsel-regulatie: het preventieve duo dat arbodiensten te weinig gebruiken.,pitch via redactie,niet gevonden,Adviesbureau met blog over impact van slaapproblemen op organisaties.,slaap werkgever blog,WebSearch,E
49,psycholoog.nl,C11,4,0.695,MEDIUM (DR 30-60),estimated,2026-05,https://psycholoog.nl/blogs/mental-health-awareness-month-2026-waarom-dit-belangrijk-is/,Mental health awareness month 2026: waarom dit belangrijk is,psycholoog,Mensen die online psychologische hulp zoeken plus collega-psychologen; breed publiek over mentale gezondheid.,"Landelijk online-psychologen platform met actieve blog (burn-out vs bore-out, jongeren mentaal), ACT en CGT-content; thematische match en redactionele frequentie.",Burn-out behandelen in 2026: waarom zenuwstelsel-regulatie aansluit op ACT en CGT in werkgerelateerde uitval.,pitch via redactie,niet gevonden,Landelijk psychologenkanaal met blogs over burn-out en mentaal welzijn werknemer.,psycholoog blog werkgever Nederland burn-out,WebSearch,C
50,register-rsc.nl,C2|C8,4,0.695,MEDIUM (DR 30-60),estimated,2026-04-01,https://www.register-rsc.nl/jaarcongres-2026-toekomst-van-het-vak/,Jaarcongres 2026: Toekomst van het Vak!,arbo,Geregistreerde casemanagers verzuim en WIA in Nederland; PE-punten en vakontwikkeling.,Beroepsregister casemanagement met directe doelgroep en sterke autoriteit op verzuim/WIA — relevante backlink.,Casemanagement 2026: waarom zenuwstelsel-kennis een PE-onderwerp moet zijn bij langdurig burn-out verzuim.,pitch via redactie,niet gevonden,Register Specialistisch Casemanagement; centrale autoriteit voor casemanagers met PE-content.,RCMS register casemanagement,WebSearch,A
51,sociaalwerk-werkt.nl,C4,4,0.695,MEDIUM (DR 30-60),estimated,2026-04,https://www.sociaalwerk-werkt.nl/werken-in-sociaal-werk/actuele-cijfers-verzuim,Verzuim in sociaal werk: actuele cijfers,werkgever,"Werkgevers en HR in de branche sociaal werk; cao, salaris en arbeidsmarkt.",Brancheplatform met actuele verzuimcijfers en werkgevers-content sociaal werk; relevant en gezaghebbend.,"Sociaal werk en compassion fatigue: hoe werkgevers zenuwstelsel-werk inzetten om verzuim van 7,8 procent terug te brengen.",pitch via redactie,niet gevonden,Branche-platform sociaal werk met werkgeverstips rond vitaliteit.,vitaliteit werkgever blog,WebSearch,A
52,toolshero.nl,C1|C6,4,0.695,MEDIUM (DR 30-60),estimated,2026-03-22,https://www.toolshero.nl/communicatie-modellen/winnaarsdriehoek/,Winnaarsdriehoek: de uitleg en toepassen - Toolshero,HR,"Studenten, managers en HR-professionals die managementmodellen en HR-concepten opzoeken.",Educatief modellen-platform met HR/persoonlijke-ontwikkeling/stress-content; gastauteurs en bekende-auteurs-secties bevestigen open redactie.,Polyvagale theorie als toolshero-model: van wetenschap naar toepasbaar HR-instrument.,pitch via redactie,niet gevonden,Managementmodellen-platform met content over HR en casemanagement.,HR systemen casemanagement,WebSearch,F
53,youngworks.nl,C4,4,0.695,MEDIUM (DR 30-60),estimated,2026-03-02,https://youngworks.nl/blog/de-jonge-medewerkers-checklist-onboarding/,De Jonge Medewerkers Checklist: Onboarding,HR,Werkgevers en HR-professionals die werken met of voor jongeren en jonge medewerkers (Gen Z/Beta).,"Jongerenonderzoeksbureau met recente content over prestatiedruk, mentale gezondheid en jonge medewerkers; sterke fit met thema (jonge werknemers mentaal onder druk).",Generatie Z/Beta en hun zenuwstelsels: hoe HR jonge medewerkers helpt reguleren in een prestatiecultuur.,pitch via redactie,niet gevonden,Onderzoeksbureau over jongeren met blog over mentale gezondheid op werk.,mentaal welzijn blog,WebSearch,C
54,zw-connect.nl,C15,4,0.695,MEDIUM (DR 30-60),estimated,2026-02,https://www.zw-connect.nl/nieuws/,"Nieuws ZWconnect (factsheet uitstroomonderzoek 2025, netwerkgroep mei 2026)",HR,"HR-, opleidings- en arbeidsmarktprofessionals in zorg en welzijn, inclusief loopbaancoaches.","Actief zorg-arbeidsmarkt-platform met content over leerculturen, behoud van personeel en loopbaancoaching; thematisch zeer passend bij verzuim/behoud-pitch.",Inspirerende en veilige leercultuur in zorg-organisaties begint bij zenuwstelsel-veiligheid voor zorgmedewerkers.,pitch via redactie,niet gevonden,Online platform zorg & welzijn met arbeidsmarkt- en HR-content.,RegioPlus zorgwerkgever blog,WebSearch,C
55,csrcentrum.nl,C16,5,0.685,MEDIUM (DR 30-60),estimated,2025,https://www.csrcentrum.nl/burn-out-is-primair-een-ontregeling-van-je-stresssysteem/,Burn-out is primair een ontregeling van je stresssysteem,coach,"Burn-out coaches, bedrijfsartsen en stress/burn-out professionals plus geinteresseerde werkgevers.",CSR Centrum positioneert burn-out al expliciet als stress-systeem-ontregeling — directe inhoudelijke overlap met zenuwstelsel-thema en autoriteit in NL.,Van CSR-methode naar polyvagaal: hoe HR met praktische zenuwstelsel-tools langdurig burn-out kan voorkomen op de werkvloer.,pitch via redactie,niet gevonden,Specialistisch burn-outcentrum met inhoudelijke blog voor professionals.,burn-out bedrijfsarts blog,WebSearch,A
56,ondernemersblog.nl,C5,4,0.68,LOW (DR <30),estimated,2026-03-10,https://www.ondernemersblog.nl/,Eerst taxatie of direct verkopen via feddema.nl,ondernemer,"MKB-ondernemers en ZZP'ers met breed thema (business tips, personeel, ICT, marketing).",Open ondernemers-blogplatform met door-en-voor-ondernemers concept; vaak ruimte voor gastauteurs.,Hoe MKB-ondernemers met grip op het zenuwstelsel van zichzelf en hun team verzuimkosten halveren.,open call,niet gevonden,Platform voor en door ondernemers met content over verzuim en personeel,ondernemers blog Nederland verzuim,WebSearch,E
57,nip.nl,C8,3,0.675,HIGH (DR 60+),estimated,2026-06-05,https://nip.nl/jaarcongres/,NIP Jaarcongres 2026,psycholoog,"Psychologen, A&O-psychologen en GZ-professionals aangesloten bij Nederlands Instituut van Psychologen.",Hoge autoriteit beroepsvereniging maar primair gericht op klinische/GGZ-content; A&O-sectie is relevant.,Polyvagaal-theorie en zenuwstelsel-regulatie als brug tussen A&O-psychologie en HR-praktijk.,pitch via redactie,niet gevonden,Grootste beroepsvereniging psychologen NL met publicatiestromen rond werk en welzijn.,NIP psychologie publicatie auteur,WebSearch,E
58,ntvg.nl,C3,3,0.675,HIGH (DR 60+),estimated,2026-04,https://vacatures.ntvg.nl/vacatures/anios/anios-bedrijfsgeneeskunde-mkb-449780.html,ANIOS bedrijfsgeneeskunde MKB (vacature 2026),bedrijfsarts,Artsen en medische professionals die gezaghebbend wetenschappelijk vakblad NTvG lezen voor onderzoek en opinies.,"Zeer gezaghebbend medisch vakblad, maar peer-reviewed wetenschappelijk; gastartikel-pitch alleen kansrijk met onderzoeksdata/case-study; hoge drempel.",Onderzoeksopinie: hoe polyvagale theorie aansluit op bestaande NTVG-publicaties over onverklaarde lichamelijke klachten in werkcontext.,pitch via redactie,niet gevonden,Nederlands Tijdschrift voor Geneeskunde met artikelen over bedrijfsgeneeskunde.,bedrijfsgeneeskunde NTVG,WebSearch,C
59,nyenrode.nl,C13,3,0.675,HIGH (DR 60+),estimated,2026-05-07,https://www.nyenrode.nl/opleidingen/p/collegereeks-hr-strategie,Collegereeks HR Strategie 2026,HR,"Senior HR-leiders, CHRO's en HR-businesspartners die executive education volgen bij Nyenrode.","Hoge academische autoriteit, exact senior HR-doelgroep — maar zelden gastartikelen van externe experts; eerder via lectoraat of expert-bijdrage.",Whitepaper/expert-bijdrage over zenuwstelsel-regulatie als nieuwe pijler in HR-strategie en verandermanagement.,pitch via redactie,niet gevonden,Nyenrode executive HR & verandermanagement - autoriteitsplatform academisch HR.,HR opleiding blog Nederland kennisplatform,WebSearch,B
60,arboned.nl,C16|C15|C8,4,0.665,HIGH (DR 60+),estimated,2025,https://www.arboned.nl/nieuws/stress-en-griep-zijn-de-grootste-veroorzakers-van-verzuim-in-2025,Stress en griep zijn de grootste veroorzakers van verzuim in 2025,arbo,Werkgevers (mkb en groter) en HR/preventiemedewerkers; ArboNed is een toonaangevende NL arbodienst.,Marktleider arbodienst met expliciete stress-/verzuim-content en werkgeversfocus — uitstekende match voor zenuwstelsel-thema bij burn-out.,Achter de cijfers van stressverzuim: hoe een ontregeld zenuwstelsel de oorzaak is en wat HR daaraan kan doen voordat het verzuim wordt.,pitch via redactie,niet gevonden,Grote arbodienst met uitgebreide kennisbank over werkstress en slaap.,werkstress arbodienst,WebSearch,A
61,arbounie.nl,C16|C8,4,0.665,HIGH (DR 60+),estimated,2026,https://www.arbounie.nl/nieuws/verzuim-door-boreout-vervijfvoudigd-in-vier-jaar,Verzuim door bore-out vervijfvoudigd in vier jaar,arbo,"Werkgevers, HR-professionals en werknemers van Arbo Unie-klanten met focus op verzuim en duurzame inzetbaarheid.",Grote landelijke arbodienst met sterk thematische kennisbank rond verzuim en mentale gezondheid; corporate redactie maar passende thematiek.,Bore-out en burn-out vanuit zenuwstelsel-perspectief: waarom traditionele interventies tekortschieten en wat werkgevers anders kunnen doen.,geen info gevonden,niet gevonden,Arbodienst met grote kennisbank voor werknemers en werkgevers.,arbo werkstress,WebSearch,D
62,zilverenkruis.nl,C1|C7,4,0.665,HIGH (DR 60+),estimated,2025,https://www.zilverenkruis.nl/overons/pers/premie-2026,Premies Zilveren Kruis 2026 bekend,werkgever,"Verzekerden, zakelijke klanten en zorgaanbieders; werkgeversmarkt met duurzame inzetbaarheid (KOBA-DI).",Grote zorgverzekeraar met expliciet duurzame-inzetbaarheid-spoor en sterke autoriteit; pitch via Zilveren Kruis Zakelijk haalbaar.,KOBA-DI ontmoet zenuwstelsel: een evidence-based interventielaag voor duurzame inzetbaarheid in 2026.,pitch via redactie,niet gevonden,Zorgverzekeraar met zakelijke blog over wetenschap achter inzetbaarheid en KOBA-DI.,duurzame inzetbaarheid wetenschap,WebSearch,A
63,driessengroep.nl,C1,4,0.665,MEDIUM (DR 30-60),estimated,2026,https://www.driessengroep.nl/en/actual/congress-hrm,Driessen Groep Jaarcongres HRM,HR,HR-professionals en werkgevers in de publieke sector — Driessen organiseert HRM-congressen en werkgelukinitiatieven.,HR-dienstverlener met werkgelukfocus en eigen kennisplatforms (Trends in HR); sterke match voor expertcontent over verzuim/burn-out.,Werkgeluk begint bij zenuwstelselveiligheid: praktische tools voor HR-managers in de publieke sector.,pitch via redactie,niet gevonden,Beheert meerdere kennisplatforms (Trends in HR / werk&geluk) gericht op HR-inspiratie.,HR Zone werkgeluk,WebSearch,F
64,falkeverbaan.nl,C10,4,0.665,MEDIUM (DR 30-60),estimated,2026,https://falkeverbaan.nl/opleidingen/masterprogramma-verzuim-en-gedrag/,Masterprogramma verzuim en gedrag,HR,"HR-managers, leidinggevenden en arbo-professionals die zich verdiepen in gedragsmatige aanpak van verzuim.","Autoriteit op gedrag+verzuim, exact de doelgroep voor zenuwstelsel-regulatie-content — hoge thematische match maar gastauteurs onbekend.",Hoe zenuwstelsel-regulatie de gedragsmatige verzuimaanpak versterkt: wetenschappelijke onderbouwing voor HR.,pitch via redactie,niet gevonden,Toonaangevend bureau over gedragsmatige aanpak van verzuim met onderzoek-blog,Yezzer Otherside Falke Verbaan verzuim blog Nederland,WebSearch,B
